TF	target	importance
Opalin	Igf1r	3.4955893522246155
Necab1	Crhr2	3.494354386500027
Ccnd2	Avpr2	3.4937357254278925
Sema3c	Ndnf	3.493414255524378
Cckar	Crhr2	3.488860410149346
Galr2	Igf1r	3.488336446332799
Cckar	Igf2r	3.487930632731153
Slco1a4	Traf4	3.4878439168524356
Plin3	Igf1r	3.4878349036508207
Coch	Cd24a	3.487226823939121
Rgs2	Htr2c	3.4871200266509756
Slc17a6	Irs4	3.4866866804320336
Gabrg1	Ar	3.4856583438431485
Opalin	Baiap2	3.483960758437934
Oprl1	Krt90	3.4814327400051153
Cpne5	Coch	3.4807843322423504
Gabra1	Slc15a3	3.480680006996587
Igf2r	Avpr1a	3.4733044436833134
Htr2c	Lmod1	3.473213183619209
Serpinb1b	Gem	3.4727534909997213
Avpr1a	Brs3	3.471434481826162
Sgk1	Pou3f2	3.470062976567769
Cplx3	Crhr2	3.469108031882997
Amigo2	Ndnf	3.4687123683000554
Myh11	Sema3c	3.467327624186675
Cckbr	Cyr61	3.464530939756312
Tacr3	Syt2	3.4637569067089027
Synpr	Egr2	3.4597473263085123
Gabra1	Trhr	3.4594480050359295
Man1a	Irs4	3.457511240937741
Aldh1l1	Amigo2	3.4566775941955354
Gabrg1	Galr2	3.456211049790038
Dgkk	Cbln1	3.456200775475159
Cbln2	Mlc1	3.455247497142315
Rgs2	Scgn	3.452610673639894
Pnoc	Rgs2	3.4508304719895557
Galr2	Slco1a4	3.448649423320329
Cenpe	Pcdh11x	3.4463264226553254
Tacr3	Slc18a2	3.4462088235113466
Man1a	Opalin	3.445973838462146
Pnoc	Oprl1	3.4446084161483417
Crhr2	Bdnf	3.4441613117536893
Rnd3	Krt90	3.4430987863763574
Slc17a8	Synpr	3.44097474641955
Gad1	Gem	3.4379548658988877
Col25a1	Glra3	3.437444042514363
Traf4	Cd24a	3.436714060540684
Ndrg1	Galr1	3.4353893336975956
Pak3	Ramp3	3.4353788672440464
Mlc1	Gabrg1	3.43475067841866
Sox4	Glra3	3.4321461973387466
Ermn	Sox6	3.430011519174808
Cpne5	Oprk1	3.4295490801432336
Oxtr	Sp9	3.428770346754754
Bdnf	Krt90	3.4266189573150148
Glra3	Mc4r	3.4229424554877617
Nos1	Cd24a	3.4187525048063394
Pak3	Isl1	3.4183226446483683
Plin3	Cyr61	3.417167171441685
Ar	Cbln1	3.41711891705512
Lpar1	Slc17a6	3.4168697216461474
Cbln1	Crhr1	3.415375853810433
Opalin	Mlc1	3.415143612088752
Brs3	Dgkk	3.415111657271319
Aqp4	Pak3	3.4140864095788706
Ramp3	Tacr3	3.4128318544243386
Krt90	Baiap2	3.4105435700213165
Pou3f2	Igf1r	3.4105376803024794
Tiparp	Serpinb1b	3.410209537551849
Ndrg1	Igf2r	3.410167310538204
Gad1	Cd24a	3.41002197787807
Gabra1	Aqp4	3.4077148292538326
Opalin	Rnd3	3.407509452737066
Rgs5	Cbln2	3.407201387516168
Pgr	Oprd1	3.4032369203728994
Onecut2	Lepr	3.4031800941750214
Cbln1	Ntsr1	3.3976539430840504
Cdkn1a	Onecut2	3.3974099079886453
Cenpe	Ramp3	3.3965223179052146
Serpinb1b	Isl1	3.395436158066284
Sox4	Npy2r	3.3945997290079752
Ttyh2	Ntng1	3.3927639688286515
Pou3f2	Ccnd2	3.391046764745557
Oprl1	Brs3	3.3886564739511673
Slc17a6	Tacr3	3.387445091300608
Serpinb1b	Tacr3	3.3865319782884864
Rgs2	Oprd1	3.383741272500139
Arhgap36	Isl1	3.383542626704938
Serpinb1b	Rxfp1	3.3834295584374767
Nos1	Brs3	3.383113499447468
Gjc3	Myh11	3.3830572449874277
Ndrg1	Cckbr	3.3828172308449274
Pak3	Selplg	3.382178903921037
Baiap2	Oprk1	3.3812264600646555
Nos1	Ntsr1	3.379023211419028
Cyp19a1	Cplx3	3.37859967925105
Aqp4	Man1a	3.376101631953555
Ar	Bmp7	3.37466774773367
Trhr	Cbln1	3.3743760362159314
Isl1	Cd24a	3.373879842439011
Cdkn1a	Cckbr	3.372908412141317
Fezf1	Man1a	3.3721447573760175
Gad1	Lmod1	3.371259284390155
Mlc1	Ano3	3.370456568802282
Tmem108	Avpr2	3.3690149837473093
Cpne5	Kiss1r	3.3664411439194186
Rnd3	Crhr2	3.3658784189817865
Cpne5	Esr1	3.3650161583681215
Pcdh11x	Tacr1	3.3641849535519293
Cbln2	Fezf1	3.362649749026085
Sema4d	Etv1	3.3595126557694424
Sox8	Nos1	3.3549461162091623
Igf1r	Myh11	3.352455272958818
Aqp4	Cpne5	3.3522724473884256
Plin3	Adora2a	3.3521164150329663
Igf2r	Cbln2	3.351512484154009
Pnoc	Coch	3.3513709763066206
Krt90	Onecut2	3.3499227589563656
Kiss1r	Sox4	3.3477738679674327
Sema4d	Cspg5	3.346922281769114
Ndrg1	Ntng1	3.3440860375781263
Cspg5	Cdkn1a	3.3429312372090534
Man1a	Calcr	3.3400590767625804
Cspg5	Oprk1	3.3393160882630872
Kiss1r	Crhr2	3.337315164548815
Serpinb1b	Tiparp	3.3347000893241416
Oprd1	Oprk1	3.334463841837207
Cspg5	Rnd3	3.3342635541236962
Mlc1	Pak3	3.3341937831812323
Syt4	Rgs5	3.331717050997834
Aldh1l1	Lpar1	3.326339436970519
Igf1r	Omp	3.32319695922094
Brs3	Pnoc	3.32300377222284
Omp	Gbx2	3.321308520412765
Tacr3	Galr2	3.320926432120606
Cbln2	Opalin	3.3203051554923317
Crhr1	Gda	3.3175163726486785
Ttyh2	Kiss1r	3.316467767996344
Coch	Serpinb1b	3.3164052536327637
Galr1	Scgn	3.315650254153005
Gabra1	Scgn	3.314894929177674
Gem	Tacr1	3.3141169283002023
Esr1	Pak3	3.313590947455647
Pdgfra	Opalin	3.3132764635269845
Arhgap36	Fbxw13	3.3121299059364193
Tacr3	Gjc3	3.310746721083998
Col25a1	Bmp7	3.310432147075187
Amigo2	Gem	3.30537673315754
Oprd1	Cd24a	3.3017701756779587
Sox8	Isl1	3.3016102955915403
Fezf1	Esr1	3.295201549021215
Tmem108	Crhr2	3.294517749843426
Tacr1	Ntsr1	3.2943084735395547
Avpr2	Sema4d	3.29250905635421
Npy1r	Mc4r	3.2915865186858966
Ttyh2	Creb3l1	3.2891262603093145
Gda	Ccnd2	3.287211984190498
Pcdh11x	Sema3c	3.2867747757682593
Galr1	Grpr	3.2867363300130443
Gabrg1	Cxcl14	3.286102507347244
Oxtr	Htr2c	3.284715268597879
Ntng1	Gad1	3.282844856623181
Sox6	Prlr	3.2828197285367238
Npy2r	Rgs2	3.282620062185958
Arhgap36	Cckbr	3.282598330314652
Dgkk	Pnoc	3.28176162034991
Crhr2	Sp9	3.2788981689205157
Bmp7	Krt90	3.2780380527782635
Selplg	Mc4r	3.2770437153355685
Avpr2	Synpr	3.276772896948806
Ramp3	Cyp19a1	3.2751625485472395
Gpr165	Ermn	3.273765359322711
Ttyh2	Igf1r	3.2699774826699297
Igf2r	Slc18a2	3.2688047045899
Oprk1	Crhr1	3.268308474723119
Cyr61	Bmp7	3.2675438525623552
Esr1	Isl1	3.267047134106922
Cspg5	Htr2c	3.265817132448648
Serpine1	Cyp19a1	3.265718427296771
Plin3	Ermn	3.26478051900139
Sox6	Crhbp	3.2647786124021168
Ccnd2	Gem	3.2633518998682773
Oprl1	Rxfp1	3.262265495901085
Mc4r	Onecut2	3.2588303844205413
Prlr	Gad1	3.2568092173349403
Rnd3	Crhbp	3.2549644996442977
Sema3c	Ndrg1	3.2517796612737446
Amigo2	Cplx3	3.2498700166315806
Oprl1	Ndrg1	3.2491232006624795
Ermn	Creb3l1	3.2466576626977464
Col25a1	Synpr	3.245365953147949
Tiparp	Ttn	3.2399588453894568
Gbx2	Omp	3.23867490733836
Galr1	Gem	3.2382715430186106
Sgk1	Cckar	3.2382137424400512
Cxcl14	Syt4	3.2379593510185023
Mlc1	Cyp19a1	3.236811850310974
Gad1	Crhbp	3.2352730646292827
Onecut2	Kiss1r	3.233400894120224
Ndrg1	Pgr	3.2324687770152996
Tacr1	Coch	3.231807992115071
Pnoc	Sema4d	3.2287451947296475
Sox8	Glra3	3.2280183098555773
Rgs2	Mki67	3.2277750565325687
Man1a	Pnoc	3.227567527369354
Igf1r	Cpne5	3.225948863677436
Sema4d	Klf4	3.2246625488360747
Npas1	Sema3c	3.223567431186991
Pnoc	Egr2	3.2207584187156497
Ttyh2	Serpinb1b	3.219209749947675
Igf2r	Lpar1	3.2190641202966472
Rnd3	Calcr	3.217964558935569
Sema4d	Opalin	3.2153052669334268
Tmem108	Ntng1	3.2116565232238474
Kiss1r	Egr2	3.2085918805806584
Igf2r	Ndrg1	3.2084056610814202
Slc18a2	Htr2c	3.2081075951270797
Gabra1	Egr2	3.203563102104861
Tmem108	Selplg	3.203527539706136
Tmem108	Synpr	3.202042322660498
Ndrg1	Aldh1l1	3.1995409949405818
Tmem108	Esr1	3.198754377705861
Gjc3	Pgr	3.1977396687863004
Cckar	Kiss1r	3.1966668884540903
Cspg5	Etv1	3.1961431627216754
Scgn	Calcr	3.194678883637677
Galr1	Krt90	3.1945062094412138
Slc15a3	Igf1r	3.192739628336799
Esr1	Cpne5	3.192190909043107
Tacr1	Crhr2	3.1920140102595345
Dgkk	Tacr3	3.1883927776379832
Sema3c	Myh11	3.187482960520527
Calcr	Npy2r	3.187006954270403
Cpne5	Plin3	3.185021597911159
Sgk1	Irs4	3.184894960537433
Col25a1	Igf1r	3.1829029328084744
Cspg5	Npy1r	3.181063782035927
Selplg	Mki67	3.179017510117485
Pou3f2	Slco1a4	3.177967645097999
Ntng1	Galr1	3.1758123176988997
Pak3	Sox4	3.1732966136811878
Cbln1	Grpr	3.172111485864248
Cdkn1a	Man1a	3.1719219532865237
Amigo2	Crhr1	3.171606382846437
Sox6	Selplg	3.170203228513045
Necab1	Traf4	3.16838989036477
Lpar1	Selplg	3.165596907002381
Npy1r	Isl1	3.1655697129518017
Crhr1	Grpr	3.1650144738186956
Selplg	Pcdh11x	3.1646415464772835
Baiap2	Egr2	3.1629418545672303
Pcdh11x	Npy2r	3.162685083195231
Arhgap36	Oprl1	3.1604634857099603
Ebf3	Gda	3.1567168052611905
Rgs2	Npy2r	3.1558562183022345
Sytl4	Irs4	3.1552597206043718
Myh11	Nos1	3.154440529670141
Cpne5	Cckbr	3.1529643730899006
Oprd1	Cckar	3.1514981702961093
Igf2r	Sox8	3.14998495360309
Igf1r	Cd24a	3.1493053306252996
Fst	Tiparp	3.148906471544957
Sox6	Greb1	3.148507097933586
Ttyh2	Tacr1	3.1483807561904604
Pak3	Greb1	3.147979468602779
Gad1	Onecut2	3.1466120193728093
Htr2c	Nup62cl	3.1458999624081967
Sox8	Rgs2	3.1450805015026355
Prlr	Synpr	3.143478289999968
Myh11	Egr2	3.143344369098957
Avpr1a	Nos1	3.1432979431550465
Lpar1	Sema3c	3.1427002453469473
Sgk1	Npas1	3.1424993718969767
Cckbr	Kiss1r	3.1417505572038045
Syt2	Tacr1	3.1411119844856423
Onecut2	Crhr2	3.1404758817362977
Lpar1	Arhgap36	3.139905063019948
Oprd1	Ntng1	3.139635622996515
Nos1	Pcdh11x	3.137877416939148
Cspg5	Fn1	3.1378238308008006
Bdnf	Mc4r	3.136324521698877
Galr2	Sox6	3.135314880857826
Slc18a2	Ntng1	3.1332064105348416
Dgkk	Tiparp	3.1315370460460263
Rnd3	Bmp7	3.13042422694202
Npy2r	Avpr1a	3.13037135021983
Cyp19a1	Scgn	3.129510455330787
Amigo2	Igf2r	3.12845293393169
Mlc1	Ccnd2	3.1268472231641677
Syt4	Klf4	3.125994316006316
Pak3	Igf1r	3.1252726260113834
Cdkn1a	Cplx3	3.1249599123252985
Arhgap36	Oprd1	3.1241021004609975
Pnoc	Kiss1r	3.122400892071264
Grpr	Fezf1	3.1216908891460586
Lpar1	Greb1	3.1213539151938705
Etv1	Avpr1a	3.1205921055511223
Rgs2	Krt90	3.12046568765255
Syt2	Pou3f2	3.1196946765380438
Pgr	Necab1	3.1187443092078064
Sox4	Opalin	3.1177595474780437
Irs4	Pou3f2	3.116170624673108
Cbln2	Klf4	3.116120011445307
Irs4	Cspg5	3.1154480260853634
Cckar	Gabra1	3.1145421977167684
Galr2	Ntsr1	3.113824477390714
Pcdh11x	Mlc1	3.110717950340603
Glra3	Syt4	3.1077969181956306
Syt2	Gabrg1	3.106717113676274
Tiparp	Sema3c	3.1061159760175836
Oprl1	Pdgfra	3.105964009101544
Esr1	Cbln1	3.1057863363428115
Glra3	Nos1	3.100212283989749
Igf2r	Prlr	3.0999194377209824
Cbln2	Syt2	3.099319820039511
Klf4	Gabrg1	3.0982609476939182
Cckar	Tmem108	3.095891976746444
Lpar1	Aldh1l1	3.0941124082622613
Trhr	Serpine1	3.0933259771208155
Sgk1	Fezf1	3.0931619017967935
Cpne5	Slc15a3	3.092489450748853
Trhr	Oprd1	3.0899862659277955
Gpr165	Cd24a	3.0884203398531045
Fn1	Gabrg1	3.0857250884595513
Pak3	Galr2	3.0817125512673833
Opalin	Sema4d	3.0811663844328057
Oprd1	Avpr1a	3.078975328208904
Fbxw13	Rxfp1	3.077873725606808
Oprk1	Slc17a8	3.073742579806621
Kiss1r	Cdkn1a	3.0729474047119676
Baiap2	Opalin	3.069094621321798
Nos1	Tacr1	3.0684774080671224
Kiss1r	Serpine1	3.0684567668273246
Cbln2	Oxtr	3.067751382345503
Gpr165	Rgs5	3.0668397966602647
Necab1	Syt4	3.0653487439591176
Cspg5	Sp9	3.064703217178662
Lepr	Grpr	3.0635655297141433
Sytl4	Gabrg1	3.062169551847939
Slco1a4	Ace2	3.0594688255271754
Scgn	Oxtr	3.058233694043306
Sytl4	Gda	3.0553866653286423
Dgkk	Sox6	3.053061497360427
Cd24a	Pnoc	3.0496672771881137
Ndrg1	Aqp4	3.048403197395798
Slc17a6	Igf1r	3.0476464717033327
Rgs2	Dgkk	3.0458486172808517
Npy1r	Egr2	3.044105158333205
Fst	Cyp26a1	3.0435545500537877
Etv1	Slco1a4	3.042787959944426
Myh11	Plin3	3.041012135402868
Necab1	Oprk1	3.040920406439419
Tacr3	Mc4r	3.040737599226642
Galr1	Brs3	3.040141087616552
Ttyh2	Lmod1	3.039636758943787
Igf2r	Cyp19a1	3.0393734305023545
Pcdh11x	Fbxw13	3.038275663168424
Cckbr	Aqp4	3.037950152672537
Gad1	Galr1	3.036838734692753
Npy2r	Fst	3.0347961117835416
Slc17a6	Npy2r	3.033607949806101
Mc4r	Fst	3.0335865348401376
Tmem108	Nup62cl	3.0323998131910264
Amigo2	Galr2	3.029046285803529
Gjc3	Gabrg1	3.0265226947183015
Pnoc	Pgr	3.026516067439139
Igf1r	Cckar	3.0251858357325143
Galr1	Ebf3	3.02190070214145
Sox8	Cyr61	3.0218864748927707
Ntng1	Dgkk	3.018901848258826
Glra3	Etv1	3.01835526678198
Ntsr1	Tacr1	3.01820304898606
Cplx3	Galr1	3.014597370087482
Cckar	Ndrg1	3.0137780877779026
Aqp4	Gem	3.013588385566297
Omp	Gjc3	3.013043656912247
Aldh1l1	Selplg	3.0122027893910523
Arhgap36	Ntsr1	3.012000929258714
Gabra1	Chat	3.0118135093366534
Ttyh2	Slc18a2	3.0116675751194375
Igf2r	Cdkn1a	3.010580071889415
Nup62cl	Galr2	3.0091357632280893
Tacr3	Ndrg1	3.008506001285141
Cd24a	Gabra1	3.0063659982101743
Plin3	Ndrg1	3.0056077947053925
Tiparp	Sema4d	3.005555508525927
Sp9	Chat	3.00434513342223
Ttyh2	Galr2	3.003589642583748
Dgkk	Baiap2	3.0032222656726435
Ebf3	Grpr	3.0000175888227347
Sema4d	Gpr165	2.998483433775036
Col25a1	Grpr	2.9981541965814693
Gjc3	Bmp7	2.998072851035348
Lmod1	Sema4d	2.997367387619383
Cckbr	Man1a	2.9969040715113655
Fn1	Pdgfra	2.996345610724825
Chat	Isl1	2.995600816598387
Galr2	Cspg5	2.994447358098388
Ndnf	Rgs5	2.993465475896558
Esr1	Slc18a2	2.9930507488682867
Cd24a	Gda	2.992276858210235
Dgkk	Synpr	2.9920550632802656
Sox8	Lmod1	2.991861975504877
Igf2r	Mc4r	2.9902684990573625
Cckbr	Ccnd2	2.989249589137369
Oprl1	Omp	2.9876285974077392
Serpine1	Slc15a3	2.9862492430823417
Cspg5	Dgkk	2.985813023343825
Crhr2	Egr2	2.984690163626096
Klf4	Gjc3	2.9836605396382345
Mlc1	Coch	2.982903240974453
Sox4	Cyr61	2.980434792611596
Galr2	Nup62cl	2.9788532387926976
Pak3	Adora2a	2.9772678639183225
Cbln2	Myh11	2.9770408361502008
Oprd1	Rnd3	2.976942227054649
Mlc1	Creb3l1	2.9735680492876186
Cpne5	Tacr3	2.971823696904986
Lpar1	Slc17a7	2.9705343159372277
Traf4	Igf2r	2.9703043143549177
Gabra1	Cd24a	2.9694808446715717
Synpr	Esr1	2.968250429014131
Cspg5	Arhgap36	2.965045507735259
Pcdh11x	Amigo2	2.9599240799612496
Gjc3	Rgs2	2.9589428861050684
Ccnd2	Glra3	2.957793278927386
Chat	Dgkk	2.95710962783798
Sgk1	Klf4	2.9567457008164513
Igf2r	Man1a	2.956026029266756
Npy1r	Nos1	2.9557831353865907
Sema4d	Lpar1	2.9552941768989416
Sox4	Pcdh11x	2.954823854193942
Cdkn1a	Serpine1	2.9539526988981297
Gpr165	Avpr2	2.9538032154136165
Oprd1	Slc17a8	2.9535108346870866
Sox8	Creb3l1	2.95350943440419
Slc17a8	Oprk1	2.9532186640043667
Chat	Slc18a2	2.9531338053404865
Gabra1	Cckbr	2.950864245347267
Calcr	Nup62cl	2.950568846942708
Necab1	Ano3	2.949993239715851
Fn1	Syt4	2.9484709867197316
Col25a1	Oprl1	2.945479603435274
Col25a1	Htr2c	2.944435917895584
Synpr	Tacr1	2.9437340568431116
Dgkk	Cpne5	2.943242232332836
Gabra1	Ccnd2	2.9426238647677185
Gpr165	Avpr1a	2.941519827225384
Mlc1	Ar	2.941201582534264
Fst	Chat	2.9367961767803066
Creb3l1	Tiparp	2.9357981492117022
Oprl1	Klf4	2.935277751366223
Ntng1	Cxcl14	2.9343822173595386
Sgk1	Etv1	2.9339451722529417
Dgkk	Sytl4	2.9332207664436885
Cplx3	Galr2	2.932616425371691
Cspg5	Slc17a6	2.9325490035860318
Amigo2	Npy1r	2.9318438614252402
Baiap2	Isl1	2.931711418381369
Arhgap36	Htr2c	2.925897421522425
Gpr165	Sox4	2.9249918620188544
Oprl1	Fezf1	2.921929068137955
Cpne5	Sytl4	2.921865456725918
Cbln2	Rgs5	2.920646451849249
Sema3c	Tacr3	2.9181197673975756
Pak3	Fst	2.916315577677726
Baiap2	Adora2a	2.915133369651424
Onecut2	Bdnf	2.9135356551944636
Ermn	Myh11	2.9101903102460667
Isl1	Krt90	2.9098999547024818
Gabra1	Fbxw13	2.9092308946498293
Ebf3	Tmem108	2.9083889958899727
Bmp7	Prlr	2.9077730089186087
Crhr2	Omp	2.9071564947152417
Baiap2	Klf4	2.9065601542915442
Grpr	Onecut2	2.9053273944326916
Opalin	Pdgfra	2.9035442722012776
Col25a1	Trhr	2.902919732690689
Slc17a8	Col25a1	2.9017073080851263
Myh11	Cbln2	2.900872691755001
Igf1r	Adora2a	2.9006517700966277
Sema4d	Galr1	2.9001125387029925
Tiparp	Pdgfra	2.900106816569606
Serpine1	Trhr	2.8997934213117986
Sox4	Crhr1	2.8988995172971057
Igf2r	Cckbr	2.8987457526497824
Oxtr	Tacr1	2.898712891623759
Esr1	Ntsr1	2.8986002994311613
Ndrg1	Etv1	2.897957560370962
Slc17a6	Cxcl14	2.897662193546285
Pnoc	Glra3	2.897367596245054
Bmp7	Pou3f2	2.896914154066795
Tiparp	Sox8	2.894221034478429
Sgk1	Ntng1	2.8933863886846583
Lpar1	Onecut2	2.8917805077967778
Baiap2	Htr2c	2.8913921931974387
Ndrg1	Syt2	2.8907435267180506
Rnd3	Ndnf	2.88664041641365
Tiparp	Bdnf	2.886455929262527
Crhbp	Cyp19a1	2.8861079225461803
Pdgfra	Lpar1	2.886030276890129
Dgkk	Sema3c	2.885765597799046
Crhr1	Pou3f2	2.8857495354361786
Krt90	Oprk1	2.884940924679731
Sema4d	Igf2r	2.8831105096736707
Ar	Nup62cl	2.883099175228155
Trhr	Synpr	2.882735596405644
Selplg	Serpine1	2.88189639392035
Ar	Greb1	2.88149387134817
Igf1r	Tiparp	2.881382645904179
Nos1	Myh11	2.881313637817774
Amigo2	Glra3	2.880277203910015
Traf4	Slco1a4	2.877076758279915
Galr1	Col25a1	2.8758421038107045
Baiap2	Prlr	2.874611097461057
Sox4	Man1a	2.8742694140607723
Selplg	Creb3l1	2.873385366929082
Rnd3	Ttn	2.8715947983731938
Gabra1	Ace2	2.869573089629925
Slc17a6	Ttyh2	2.8687799165677887
Pnoc	Cyp19a1	2.866999721996841
Cyp19a1	Omp	2.8665244047252623
Gda	Grpr	2.8643418404519454
Gabra1	Cyp19a1	2.8636224816818836
Sgk1	Sema4d	2.861822919995259
Syt2	Glra3	2.861193507751493
Syt2	Dgkk	2.8587057624070455
Esr1	Npy1r	2.85816808347576
Sox8	Gabrg1	2.8563693929456835
Esr1	Crhbp	2.8556229831739133
Ermn	Npas1	2.8547731518635278
Pak3	Fezf1	2.8510452708688168
Sgk1	Pgr	2.8508466714009875
Irs4	Cyp19a1	2.850664217984395
Serpinb1b	Sema3c	2.850591831756863
Oprd1	Slco1a4	2.849750242845513
Mc4r	Isl1	2.8496637065947747
Creb3l1	Myh11	2.8480106964543355
Glra3	Grpr	2.8479605942341437
Etv1	Rgs5	2.847650586653634
Pgr	Cyp26a1	2.8467931029286864
Pcdh11x	Cckar	2.846393992249652
Sp9	Crhr2	2.845849918044257
Plin3	Man1a	2.8456453797157955
Tmem108	Crhr1	2.843991848690252
Pgr	Trhr	2.8435877435406427
Mlc1	Igf2r	2.8433824745967207
Htr2c	Npy1r	2.843333285935484
Galr1	Syt2	2.843163150750593
Lmod1	Lepr	2.8431411926096306
Ano3	Rnd3	2.84261762242347
Igf1r	Oprd1	2.8404513606261235
Aldh1l1	Ntsr1	2.838959694200677
Gabrg1	Crhbp	2.838393702445453
Sox4	Cdkn1a	2.837606883861177
Glra3	Brs3	2.8345125999203185
Col25a1	Cckar	2.8341099134307792
Oprk1	Mki67	2.8324510608304516
Cbln2	Crhbp	2.832045840757755
Ndrg1	Ar	2.831430820508826
Cpne5	Serpine1	2.8314116246507237
Aldh1l1	Gad1	2.8306874492705147
Cckbr	Fbxw13	2.8301780062572477
Arhgap36	Necab1	2.8300793153981725
Ccnd2	Serpine1	2.8294352869173824
Gabrg1	Syt2	2.829299571463995
Ntng1	Gabra1	2.828849720145066
Esr1	Gabrg1	2.8275786842341013
Gabra1	Mc4r	2.8246936556985514
Cdkn1a	Sox8	2.8228674461576078
Ttyh2	Oprd1	2.822057298100168
Oprk1	Gem	2.821428861279378
Necab1	Gpr165	2.8207922004209833
Cenpe	Mki67	2.8205038517093994
Cyr61	Gjc3	2.820254080110072
Gabrg1	Arhgap36	2.818547469093817
Glra3	Esr1	2.8169204506365855
Gem	Npas1	2.8161550203334356
Rgs2	Slc17a6	2.8137289536230523
Pak3	Egr2	2.8130271752088767
Ttyh2	Onecut2	2.8121706897721226
Pgr	Rnd3	2.8079480251282853
Cbln1	Gabra1	2.8073967085339695
Mki67	Ttn	2.8071960972989602
Synpr	Sp9	2.8071756510809784
Gda	Greb1	2.8040717473474426
Slc15a3	Avpr1a	2.8040553926124607
Opalin	Arhgap36	2.804016224709103
Isl1	Gpr165	2.803829115617433
Gpr165	Fn1	2.8033726488812483
Oprl1	Sema3c	2.8003512242861532
Prlr	Cckbr	2.8003140712951664
Baiap2	Mc4r	2.79802367997092
Cspg5	Baiap2	2.7961244158430962
Cckbr	Sox8	2.795846052351743
Sytl4	Man1a	2.7925921824990625
Cyr61	Pak3	2.7922377012014863
Sox8	Serpine1	2.791001508256311
Brs3	Tacr1	2.7903602185104064
Irs4	Ndnf	2.787413978916312
Cd24a	Amigo2	2.7869785250078314
Nup62cl	Rxfp1	2.7853443352203016
Arhgap36	Bdnf	2.7849956358964074
Syt4	Opalin	2.7844627083500098
Gjc3	Syt4	2.784151297994169
Etv1	Crhbp	2.783925203251114
Pak3	Ccnd2	2.783012855285379
Rnd3	Pnoc	2.7826652183687393
Igf2r	Mki67	2.7824879665600557
Pou3f2	Selplg	2.7797076360737556
Necab1	Ccnd2	2.779106057947792
Slc17a7	Glra3	2.778711250237284
Oxtr	Slc17a6	2.7767750673878178
Glra3	Galr1	2.7763421675953612
Npy1r	Rxfp1	2.776238935865453
Bdnf	Brs3	2.77609534080137
Sox6	Amigo2	2.7745371448655716
Gabra1	Dgkk	2.773959676003036
Ramp3	Calcr	2.772950644422192
Nos1	Oprk1	2.772600415195591
Cd24a	Kiss1r	2.770862337834803
Cbln1	Gda	2.7706795665768853
Ntsr1	Gda	2.7702379670159027
Serpinb1b	Tacr1	2.7700717887511974
Oprd1	Ace2	2.7690786541481325
Cd24a	Rgs5	2.7669747072082203
Gda	Isl1	2.766611619639376
Sox4	Tacr3	2.7665772979572365
Pak3	Cyp19a1	2.766463891949759
Rgs5	Plin3	2.765822858769846
Opalin	Omp	2.765416040712823
Npy2r	Mc4r	2.765389444415821
Kiss1r	Mc4r	2.764864484445958
Coch	Gabrg1	2.764424636405078
Sox8	Slc15a3	2.7643275556625144
Synpr	Npy2r	2.7631378634997192
Gda	Pgr	2.760813552295907
Onecut2	Sema4d	2.760680795984764
Mlc1	Crhr1	2.7593038736054942
Dgkk	Glra3	2.7587488761669205
Pcdh11x	Htr2c	2.758111844859232
Aldh1l1	Traf4	2.756503172959268
Pnoc	Baiap2	2.7559321743999265
Fn1	Rnd3	2.7555734749411456
Rgs2	Serpine1	2.7554744384911842
Selplg	Ndrg1	2.7537033020167687
Plin3	Pdgfra	2.753016438594098
Selplg	Cckar	2.7518046621744623
Esr1	Galr1	2.751257365177443
Bmp7	Grpr	2.750270542965479
Pgr	Gpr165	2.7499132133266144
Nos1	Syt2	2.746594461644381
Sgk1	Pak3	2.746301609485401
Prlr	Ttyh2	2.746194994993476
Oprk1	Trhr	2.746130568156834
Oprd1	Crhr2	2.745784388639909
Esr1	Cdkn1a	2.745385140996155
Slc17a6	Sytl4	2.743593845732439
Glra3	Oprl1	2.7426336749223506
Baiap2	Galr2	2.7420278520669563
Brs3	Avpr1a	2.7411846257305483
Cckbr	Sema3c	2.739787954398922
Gjc3	Ramp3	2.7390869969974463
Arhgap36	Fn1	2.7383892555353855
Gabra1	Cplx3	2.7373458831149113
Npy1r	Crhr2	2.7347617641733812
Gpr165	Selplg	2.7346556219811218
Dgkk	Amigo2	2.7338048662077137
Crhr1	Pgr	2.7329754583372696
Etv1	Sox8	2.7328014483430056
Aldh1l1	Prlr	2.7326568449670905
Baiap2	Ntng1	2.732522083788679
Gpr165	Sema3c	2.7315778135066133
Selplg	Cyp26a1	2.7312869876502646
Syt2	Pcdh11x	2.730138702365098
Irs4	Sox8	2.729932420869516
Pgr	Galr1	2.7278343809759042
Gad1	Traf4	2.7266467526152236
Lpar1	Gabra1	2.7246799970877027
Cpne5	Galr2	2.723745924723198
Pnoc	Htr2c	2.7207259119862277
Sema4d	Amigo2	2.7188591809569984
Gad1	Ramp3	2.7177152729274803
Syt4	Aldh1l1	2.7176679473345757
Gda	Avpr1a	2.7167588319578777
Galr1	Ar	2.7166577759495034
Amigo2	Cpne5	2.7164761234556654
Oxtr	Pou3f2	2.715482892564146
Kiss1r	Cyp19a1	2.7141864166214553
Ntsr1	Slc15a3	2.714015917050692
Rnd3	Man1a	2.7134550610789043
Ramp3	Gabrg1	2.7133610488041455
Sema4d	Adora2a	2.712039888829509
