TF	target	importance
Sp9	Oprk1	0.771949094067179
Oxtr	Grpr	0.7719207875300523
Etv1	Slc15a3	0.7719103754665372
Pcdh11x	Gad1	0.7717813249436216
Mki67	Plin3	0.7716763119559045
Pou3f2	Adora2a	0.7715484302019114
Calcr	Htr2c	0.7713136709667842
Mki67	Esr1	0.7712048227780841
Mlc1	Pnoc	0.7711186646355087
Oprd1	Sytl4	0.7709653115245721
Fn1	Onecut2	0.7708577441929957
Ar	Aqp4	0.7707855243604929
Lpar1	Nup62cl	0.7707213983034061
Cyp19a1	Onecut2	0.7706119970702708
Cpne5	Pou3f2	0.7706079642440091
Sp9	Nup62cl	0.7703981968343845
Pcdh11x	Fezf1	0.770311495725207
Esr1	Pdgfra	0.7699084218757145
Ndnf	Col25a1	0.7697788193602663
Baiap2	Pak3	0.7695990110954853
Bdnf	Coch	0.7695539759710462
Igf2r	Htr2c	0.7689660496301692
Egr2	Lpar1	0.7688508450118184
Omp	Mc4r	0.7686445365057459
Man1a	Ttn	0.7686208159912618
Sox6	Col25a1	0.7685025601639017
Gabra1	Ermn	0.7684225400440029
Bdnf	Man1a	0.768269842758938
Necab1	Ermn	0.7680965601035263
Sp9	Htr2c	0.7678192103083062
Tmem108	Cenpe	0.7674499413901263
Crhr1	Necab1	0.7672559501680073
Rgs2	Galr1	0.7670095498241055
Ttn	Mc4r	0.7669176408126158
Gabra1	Rxfp1	0.766911201577567
Igf1r	Nos1	0.7667874322246963
Cdkn1a	Ramp3	0.7667502280722522
Cd24a	Klf4	0.766709428709768
Pcdh11x	Necab1	0.7664221035976745
Esr1	Rxfp1	0.7662724862395773
Nup62cl	Amigo2	0.7662550196815492
Cdkn1a	Esr1	0.7662144174167766
Baiap2	Pou3f2	0.766067667054942
Aldh1l1	Ccnd2	0.7660332960327071
Igf1r	Galr1	0.7655383271384145
Fezf1	Prlr	0.7654569153740061
Sytl4	Igf1r	0.7654242281545834
Sox4	Esr1	0.7653875467489866
Aqp4	Cbln1	0.7652143060416793
Man1a	Pou3f2	0.7651336847456026
Synpr	Bdnf	0.7648963532475401
Slco1a4	Oprk1	0.7646914935206116
Cspg5	Ramp3	0.7644138937825521
Adora2a	Oprk1	0.7643912146482196
Bmp7	Selplg	0.7643067782896793
Rgs2	Rgs5	0.7642913708432106
Scgn	Npy2r	0.7639568584840436
Necab1	Syt2	0.7637843642344805
Slc15a3	Oprd1	0.7637531597939871
Igf1r	Irs4	0.7637366795936342
Cbln1	Ntng1	0.7633086774779793
Nup62cl	Sgk1	0.763022259483734
Mc4r	Syt2	0.7629334601569399
Sox6	Scgn	0.7622358410263943
Avpr1a	Aldh1l1	0.7621651526918387
Coch	Ntng1	0.7618616085541158
Lmod1	Krt90	0.7617642281363474
Slc17a7	Ndnf	0.7617622603770484
Serpinb1b	Gabrg1	0.7615988057594201
Slc17a7	Cckbr	0.7613465323399905
Gabrg1	Mlc1	0.7613138182280458
Creb3l1	Ramp3	0.76129983152414
Dgkk	Plin3	0.7612393813629352
Fst	Cbln1	0.7611605173014981
Ramp3	Igf2r	0.760792054907253
Cd24a	Crhbp	0.7600178916923749
Ermn	Greb1	0.7597628196151185
Ano3	Sox8	0.7597595945718172
Pgr	Slc15a3	0.7597185949283072
Slc17a6	Ttn	0.7596148546913039
Ttn	Pcdh11x	0.7595568755089007
Crhr1	Fbxw13	0.759539139617488
Traf4	Crhbp	0.7594547052779083
Ermn	Slc17a7	0.7593053877723404
Etv1	Ccnd2	0.7590873464956068
Npas1	Npy2r	0.7590411486278611
Cdkn1a	Nos1	0.7589787106297692
Dgkk	Egr2	0.7589364441640424
Cd24a	Ntng1	0.7586704911389807
Bdnf	Ntng1	0.7584907516636284
Fst	Cbln2	0.7581882714524389
Nos1	Mc4r	0.7581606117336266
Scgn	Npy1r	0.7580429306488252
Greb1	Slc18a2	0.7580084955727298
Amigo2	Etv1	0.7579179830235907
Igf1r	Oprl1	0.7578777537785767
Crhr1	Kiss1r	0.7578270389242271
Adora2a	Ccnd2	0.7571405432934784
Galr2	Rxfp1	0.7570342976263491
Cckbr	Ttn	0.7568731331463228
Arhgap36	Man1a	0.7567037001088719
Sema3c	Gabra1	0.7566545270813683
Gda	Bdnf	0.7562060828015772
Necab1	Npy2r	0.7558934578504539
Rgs5	Nup62cl	0.755786814426187
Lmod1	Avpr2	0.7557545963278854
Pdgfra	Gabra1	0.7557229135700838
Ccnd2	Necab1	0.7555958967472468
Sema3c	Serpine1	0.755542872755859
Rxfp1	Man1a	0.7555219124876636
Pdgfra	Tiparp	0.7554742949343832
Rxfp1	Cbln1	0.7551574965104006
Coch	Rgs5	0.7551505760759368
Pgr	Igf1r	0.7550249929075497
Gem	Crhr2	0.7549168126589751
Rgs2	Arhgap36	0.7549145388569384
Isl1	Ace2	0.7548575668443342
Ar	Gjc3	0.7545857655410271
Rnd3	Oxtr	0.7545419736908464
Kiss1r	Gabra1	0.7541619442447125
Plin3	Syt4	0.7539939108891692
Tacr3	Cbln1	0.7539639462842549
Npy1r	Sox8	0.7535002517732828
Npas1	Egr2	0.7531580807154102
Rnd3	Gabrg1	0.7531539351372889
Cspg5	Crhr2	0.7528729875569325
Coch	Myh11	0.7525453798623984
Crhr2	Tiparp	0.7521060243722454
Cckar	Pgr	0.7519620514350959
Syt2	Grpr	0.7515264148593216
Sox4	Ar	0.7515118896926165
Cdkn1a	Gabra1	0.7513838312236387
Grpr	Col25a1	0.7507742319977879
Onecut2	Cpne5	0.7505459056903362
Cbln2	Npas1	0.7504652934888107
Sytl4	Sox4	0.7501659136322988
Kiss1r	Klf4	0.7495011528943806
Gabra1	Lepr	0.7493410161670039
Slc18a2	Adora2a	0.7490142255244066
Egr2	Npy1r	0.7489396102384119
Tacr3	Ano3	0.7487927905768944
Aqp4	Chat	0.7487736064006482
Avpr2	Npas1	0.7486543738742205
Crhbp	Serpine1	0.7478585930091611
Prlr	Sox6	0.7478168786221122
Avpr2	Gabrg1	0.7476921118297752
Selplg	Plin3	0.7476703162510911
Oprk1	Slco1a4	0.7475610136403423
Oxtr	Ramp3	0.7475491811479626
Cckar	Cpne5	0.7475011870392592
Ttn	Grpr	0.7472183095289607
Lmod1	Cyp19a1	0.7471661463312764
Mc4r	Npas1	0.7468089150116081
Slc17a7	Man1a	0.7467748645858295
Rgs5	Igf2r	0.7467732202698043
Klf4	Necab1	0.7466757987596732
Greb1	Etv1	0.7465943170706894
Glra3	Cspg5	0.7465620934118312
Ttn	Chat	0.7465444983058451
Gjc3	Slc15a3	0.7464164810677072
Synpr	Pdgfra	0.7462718423957061
Syt4	Etv1	0.746157620285269
Pgr	Ano3	0.7460043716751815
Amigo2	Crhr2	0.7459333501207174
Scgn	Cckbr	0.7459194324977857
Egr2	Rgs2	0.7458569823609864
Mki67	Cbln1	0.7457260152783207
Tacr3	Cxcl14	0.7455643713357625
Selplg	Fbxw13	0.745529995310648
Ermn	Galr2	0.7454641505635273
Cyr61	Necab1	0.7451820748442468
Tacr3	Gda	0.7451367581748167
Tacr1	Myh11	0.7451204690629035
Gjc3	Chat	0.7450590321499843
Sema4d	Brs3	0.7447867191296388
Oprk1	Cyp19a1	0.7446545278760613
Cckar	Necab1	0.7443471515772017
Synpr	Selplg	0.7443347654183646
Cyp19a1	Fezf1	0.7441037459115922
Omp	Cckbr	0.7440679271505329
Fst	Sox4	0.7440513545606772
Crhr1	Mki67	0.7440129508569326
Synpr	Amigo2	0.7435727357250494
Onecut2	Cd24a	0.7433524089001737
Plin3	Dgkk	0.7432984153976567
Serpine1	Galr2	0.7431902129289915
Necab1	Pou3f2	0.7428773453800815
Cdkn1a	Brs3	0.7423523592541068
Cxcl14	Tacr1	0.7419425383021684
Bmp7	Fst	0.7417942686525278
Synpr	Oprk1	0.7413833690697174
Ntsr1	Oprk1	0.7408838520854145
Sox6	Ace2	0.7406897879217117
Pgr	Pou3f2	0.74061436099549
Cckar	Oxtr	0.7404571601739912
Calcr	Gda	0.7403545982571648
Sytl4	Igf2r	0.7402823203823172
Fn1	Cyr61	0.7402807239382693
Ccnd2	Oprk1	0.7402782832470168
Esr1	Chat	0.7398948667016246
Nup62cl	Pcdh11x	0.7395342130470003
Egr2	Npy2r	0.739243866694882
Irs4	Cxcl14	0.7390935087084812
Sgk1	Nos1	0.7389435156245154
Coch	Egr2	0.738772730566265
Opalin	Ano3	0.7385247267458422
Egr2	Selplg	0.7384927880909351
Creb3l1	Sema3c	0.7382373182989256
Omp	Cbln2	0.737803132116191
Cd24a	Tacr1	0.7371703133420396
Oprk1	Oxtr	0.7371430773420543
Slc17a6	Sox8	0.7367944603359788
Bdnf	Galr1	0.7361057579776923
Crhbp	Necab1	0.7358620696142394
Sox6	Ntsr1	0.7357419793675987
Pnoc	Ace2	0.7356078323666781
Pnoc	Ntsr1	0.7355410777073983
Cckar	Sgk1	0.7354936650945416
Crhr1	Pnoc	0.7353829600460215
Etv1	Rxfp1	0.7353144743033249
Npy2r	Ano3	0.7351843682870822
Mlc1	Scgn	0.7350744455668424
Cplx3	Adora2a	0.7350053486734686
Cckar	Slc17a6	0.7349544826873123
Slc15a3	Cd24a	0.7347214383919614
Pnoc	Sytl4	0.7344393993217544
Syt4	Ndrg1	0.7344067724586983
Rgs2	Sp9	0.734391647062052
Necab1	Cdkn1a	0.7342448705287299
Npy2r	Cspg5	0.7342370942287373
Isl1	Pgr	0.7341562595063752
Cckbr	Htr2c	0.7340150650704684
Creb3l1	Mlc1	0.7339090588429495
Brs3	Slc15a3	0.7335765667930315
Ndnf	Etv1	0.733521631631768
Oprk1	Myh11	0.7331365817002854
Amigo2	Sytl4	0.7323278485814976
Pdgfra	Gem	0.732279569653423
Cyr61	Ar	0.7322445016969866
Myh11	Tiparp	0.7322145411062478
Traf4	Krt90	0.732068725002855
Pnoc	Myh11	0.7317388424233798
Ano3	Tiparp	0.7316255831339574
Cplx3	Trhr	0.73115849546789
Slc17a8	Amigo2	0.7311239030470077
Oxtr	Avpr1a	0.7308476565999219
Mlc1	Cbln1	0.7307668706762968
Gabrg1	Cplx3	0.7307456348656549
Avpr2	Npy2r	0.7306895696431359
Col25a1	Serpine1	0.7305182306003906
Prlr	Tiparp	0.7304110856841981
Selplg	Oprl1	0.7297215275769096
Cckbr	Cckar	0.7296238516732947
Cpne5	Rgs5	0.7294571070531718
Sytl4	Oprk1	0.729035812261136
Oxtr	Oprd1	0.7289264142630995
Ramp3	Oprk1	0.7286280974657459
Isl1	Man1a	0.7285334583010317
Serpine1	Tacr1	0.7284024857649837
Pdgfra	Amigo2	0.7282066598412262
Pnoc	Slco1a4	0.7281439006688014
Oprk1	Ano3	0.7281121020825305
Htr2c	Sema3c	0.7278453539285215
Slc15a3	Oprk1	0.7277704778477793
Isl1	Scgn	0.7276513359056667
Greb1	Lepr	0.7274321993914078
Slco1a4	Chat	0.7270794860932477
Baiap2	Syt4	0.7269614170835997
Glra3	Sgk1	0.7268693388634454
Greb1	Tiparp	0.7268085689444868
Ndnf	Cspg5	0.726653971464612
Avpr2	Npy1r	0.726610740789937
Fn1	Egr2	0.7264781971792469
Cenpe	Kiss1r	0.7264498353100899
Npas1	Brs3	0.7264091493118734
Cyp26a1	Calcr	0.7263614617383279
Ttn	Lpar1	0.7263405944945152
Ccnd2	Npy2r	0.7261666688849054
Trhr	Ndrg1	0.7259109367893266
Arhgap36	Syt2	0.7257643565799835
Pcdh11x	Mki67	0.7253770928991461
Ace2	Grpr	0.725310755739399
Ramp3	Glra3	0.7252892146322313
Galr2	Pnoc	0.7252576060543855
Isl1	Grpr	0.7251197160670655
Creb3l1	Tacr3	0.7250658487123727
Slc15a3	Crhbp	0.7249913924165408
Grpr	Myh11	0.724960279896852
Man1a	Avpr2	0.7249464062411479
Ace2	Pgr	0.7249198404493674
Brs3	Nos1	0.7247723887487103
Crhr2	Plin3	0.7246860323431442
Ccnd2	Cspg5	0.7246764799541048
Traf4	Baiap2	0.724629557341467
Sp9	Tacr1	0.7246133108027342
Nos1	Fbxw13	0.724596827212598
Mki67	Brs3	0.7242764803969688
Npy2r	Gad1	0.724262840793512
Tacr3	Slc17a6	0.7236466970975476
Cenpe	Sox4	0.7235543554260013
Crhr1	Calcr	0.7234957545326094
Greb1	Chat	0.7233672957301756
Opalin	Aqp4	0.7233656981453316
Gbx2	Igf1r	0.7231714001919118
Ndnf	Mc4r	0.7226789302645792
Lepr	Sema3c	0.7226375835619088
Sema4d	Fezf1	0.7224359654266629
Greb1	Selplg	0.722108022761524
Plin3	Creb3l1	0.7220187177503447
Coch	Ace2	0.7214963879975234
Cxcl14	Slc17a6	0.7213975420088851
Cbln2	Aldh1l1	0.7213485965027652
Slc17a6	Cckar	0.7212828156044399
Sgk1	Tmem108	0.7212679632275468
Greb1	Fezf1	0.7210820817275151
Oprd1	Sox4	0.7210734355284653
Slc15a3	Tmem108	0.720769218586928
Npy1r	Cxcl14	0.7207605761145238
Amigo2	Sema3c	0.7206599938036818
Cyp19a1	Avpr2	0.7205832233101238
Pak3	Pou3f2	0.7205532977048236
Sox4	Ntsr1	0.720143606051403
Htr2c	Esr1	0.720019654316508
Bmp7	Oxtr	0.7197726119338774
Cpne5	Lepr	0.7197247271702173
Cxcl14	Serpine1	0.7195749150027178
Greb1	Oxtr	0.7195406175863689
Traf4	Brs3	0.7195236752610727
Ndnf	Isl1	0.7193938294628272
Adora2a	Pcdh11x	0.7192531556855649
Cd24a	Fst	0.7191713248667015
Slc17a6	Tmem108	0.7191193849535502
Plin3	Trhr	0.7191191408932758
Onecut2	Igf1r	0.719034261985137
Fbxw13	Tacr1	0.7189199963659745
Slc17a6	Cyp26a1	0.7184268261503194
Tacr1	Pou3f2	0.7183786585058407
Crhbp	Creb3l1	0.7182860361080026
Npas1	Traf4	0.7182220730953717
Serpine1	Cbln1	0.718126668517787
Oprk1	Ramp3	0.7178241587830121
Man1a	Pak3	0.7177991915636873
Tacr3	Cdkn1a	0.7177583615217403
Krt90	Creb3l1	0.7177415308131796
Rgs2	Avpr2	0.7175429625328194
Cxcl14	Sox4	0.7174665351411831
Cdkn1a	Omp	0.7173361709567018
Fn1	Crhbp	0.7172605276525679
Bmp7	Baiap2	0.7172326100521125
Cenpe	Galr1	0.7171937726421966
Cdkn1a	Myh11	0.71711784635956
Brs3	Isl1	0.7167470256687574
Tacr1	Sytl4	0.7165738194423403
Fezf1	Tacr1	0.7162120266440375
Prlr	Selplg	0.7160083975188132
Krt90	Rgs2	0.7159174204492201
Coch	Cbln1	0.7157925343824907
Sytl4	Cd24a	0.7157649235848045
Kiss1r	Plin3	0.7155399020215635
Cckbr	Ntsr1	0.7153813836002597
Pou3f2	Gabra1	0.7151011128212623
Mki67	Traf4	0.7150910755594292
Slco1a4	Trhr	0.7150240117120802
Cd24a	Ndnf	0.7150038893422954
Mc4r	Bmp7	0.714994206196997
Mlc1	Chat	0.7148526842792977
Slc17a8	Lepr	0.7142388097043867
Adora2a	Cxcl14	0.7142365510583449
Prlr	Man1a	0.7140866800884569
Tacr1	Cplx3	0.7140840924148755
Gda	Npas1	0.7137948177163888
Sema4d	Baiap2	0.7136658547906243
Glra3	Aqp4	0.7135895239309145
Ntng1	Sox8	0.7134794741655139
Cpne5	Traf4	0.7134643870082046
Nos1	Sox6	0.7132643403049643
Baiap2	Gbx2	0.7132398278401971
Traf4	Fbxw13	0.7130530827392191
Grpr	Calcr	0.7129831405463493
Glra3	Cbln2	0.7127045103975697
Galr2	Cyp19a1	0.7126490724609323
Sytl4	Oxtr	0.7124039236964098
Rgs5	Synpr	0.7119893646269683
Mc4r	Cplx3	0.7119639463500086
Sp9	Dgkk	0.7119320952468722
Necab1	Cenpe	0.711911641878078
Synpr	Sox8	0.7118387886386431
Npas1	Nup62cl	0.7117119524995252
Esr1	Rnd3	0.71137980172892
Avpr2	Pou3f2	0.7109817012162938
Ano3	Rgs2	0.710769549503687
Ntsr1	Ntng1	0.7106951707177792
Fst	Cspg5	0.710689833150995
Ccnd2	Slc15a3	0.710637086983792
Htr2c	Col25a1	0.7105509649685462
Gem	Syt2	0.7105088055774185
Pou3f2	Arhgap36	0.7103411676019274
Ccnd2	Aqp4	0.7103300711607835
Bmp7	Serpinb1b	0.7102349385549123
Plin3	Npy2r	0.7101235572665137
Tiparp	Scgn	0.709924920848423
Plin3	Cbln1	0.709807286174069
Npy2r	Aldh1l1	0.7098000431198569
Syt2	Isl1	0.7097420884109881
Cckbr	Cbln1	0.7097416100708412
Ntng1	Crhbp	0.7097392898030888
Klf4	Synpr	0.7097214982947445
Slc18a2	Krt90	0.7097015159875253
Tmem108	Galr1	0.7096719054359036
Rgs5	Oprl1	0.7096622920864327
Pcdh11x	Sytl4	0.7095712262321248
Gem	Avpr1a	0.7093432097742406
Ccnd2	Cckbr	0.709110800527934
Cyp19a1	Man1a	0.7090044820996548
Lpar1	Oprk1	0.7089393410519189
Tacr3	Tacr1	0.7089051232095823
Cspg5	Ntsr1	0.7088235807963597
Nup62cl	Sema4d	0.7087757664018557
Avpr1a	Slc18a2	0.7086401017507261
Mc4r	Crhr1	0.7084964888033779
Kiss1r	Npas1	0.7084308136723834
Sema3c	Cbln1	0.7082526710819527
Ttn	Ano3	0.7081272738688587
Arhgap36	Sp9	0.7081192085617309
Gjc3	Oprd1	0.7080330097059796
Cbln1	Klf4	0.7077419692419736
Ebf3	Rgs2	0.70757033929066
Slc17a7	Necab1	0.707525754288865
Pou3f2	Tmem108	0.7074522719771088
Slco1a4	Man1a	0.7073818662540394
Adora2a	Cyr61	0.7072454445738013
Gjc3	Fbxw13	0.7069463677008493
Nos1	Slc18a2	0.7067891785953976
Dgkk	Cenpe	0.7066025668018202
Tiparp	Cplx3	0.7064657562762627
Omp	Amigo2	0.706139429930564
Coch	Necab1	0.7059481209260249
Greb1	Calcr	0.7058031028528686
Rgs5	Cd24a	0.7057897558544849
Cckbr	Fn1	0.7057550475562687
Aldh1l1	Avpr1a	0.7054336668132497
Calcr	Rxfp1	0.7052014379675791
Crhr1	Galr2	0.7049862538243226
Myh11	Glra3	0.7049550649965375
Avpr2	Gbx2	0.7049293747477139
Cplx3	Sox8	0.7046894701593862
Opalin	Egr2	0.7041162866054494
Bdnf	Cbln2	0.7039524052004281
Lepr	Crhr1	0.7038837500617422
Synpr	Npy1r	0.7038588929280968
Kiss1r	Pnoc	0.7037320000537102
Sema3c	Galr1	0.7033488736383434
Sox4	Serpinb1b	0.7032982800950519
Scgn	Lmod1	0.703143021521214
Prlr	Ntng1	0.7030182578549334
Chat	Cdkn1a	0.702986784125404
Traf4	Igf1r	0.7025268954010518
Cplx3	Crhr1	0.7023262743876912
Ntsr1	Prlr	0.7021265985648062
Rgs2	Slc18a2	0.702095705823093
Pgr	Sytl4	0.7019248565986583
Ano3	Npy1r	0.7016079442982701
Galr1	Prlr	0.7015370399512422
Nos1	Igf2r	0.7014449546468159
Nup62cl	Slc15a3	0.7013953973427169
Tacr3	Glra3	0.7013245360437974
Etv1	Mlc1	0.7013212206844885
Npy1r	Gad1	0.70130504532956
Slc17a6	Aqp4	0.7012922889062148
Sox4	Gabrg1	0.701272271603518
Igf1r	Rxfp1	0.7011994783343551
Ccnd2	Igf1r	0.7011404106431907
Oxtr	Lmod1	0.7010412384078952
Brs3	Fst	0.7010000572147715
Pou3f2	Gem	0.7009121964574104
Cxcl14	Kiss1r	0.7006513807743794
Cplx3	Cpne5	0.7005844177550146
Brs3	Gem	0.7004920229626308
Sema3c	Omp	0.7003053993122583
Onecut2	Fezf1	0.700303980339413
Synpr	Gad1	0.7002484895483881
Rgs5	Cenpe	0.6996871390332192
Lepr	Ano3	0.6996357113886774
Brs3	Creb3l1	0.6994669031748204
Dgkk	Brs3	0.6993651759786579
Mc4r	Myh11	0.6990354830289216
Rnd3	Kiss1r	0.6990322154509617
Krt90	Ace2	0.6985917685543248
Bmp7	Mlc1	0.6984710306351254
Htr2c	Cenpe	0.6983324660548906
Bdnf	Ace2	0.6982118810680625
Sox4	Amigo2	0.698047766025915
Bdnf	Dgkk	0.6979545039805273
Syt2	Fbxw13	0.697826310577237
Cyp19a1	Serpinb1b	0.6977900387099796
Krt90	Mlc1	0.6972788799677192
Galr1	Crhr2	0.6971414607070591
Col25a1	Lpar1	0.696627197162497
Slc18a2	Rnd3	0.6965694012986707
Adora2a	Sox8	0.6960160894559091
Npy2r	Bmp7	0.6959921118607033
Gem	Man1a	0.6955057651351123
Dgkk	Slco1a4	0.6953963976908336
Rgs5	Tacr3	0.6951434498672464
Ebf3	Klf4	0.6950189786923757
Galr2	Aqp4	0.6946913723107507
Cdkn1a	Ndrg1	0.6946199608304313
Cbln1	Rgs2	0.6945654366400656
Crhr2	Gabrg1	0.6945575017181839
Slc18a2	Sox6	0.6944313002684684
Pou3f2	Pnoc	0.6943457994609656
Ccnd2	Mki67	0.6943379619324621
Npy1r	Fbxw13	0.6943212032697316
Igf2r	Ntsr1	0.6942289528523251
Synpr	Sytl4	0.6941360305872823
Plin3	Ntng1	0.6938860322610095
Gda	Pou3f2	0.6934091227972191
Cbln2	Cyp26a1	0.6933421033568048
Cbln1	Sox6	0.69325868094363
Cckar	Etv1	0.6932214842377864
Sytl4	Pdgfra	0.6931283921518447
Cplx3	Tmem108	0.6927079040297422
Slc18a2	Tacr1	0.6926413485422003
Sema4d	Cckar	0.6925959784838238
Sox6	Cbln2	0.6925172739358573
Gad1	Ttn	0.69248450448951
Sox6	Krt90	0.6924368388087373
Slc17a6	Sgk1	0.6923978382559421
Aldh1l1	Avpr2	0.6923676917260259
Prlr	Grpr	0.6922429654207194
Ntng1	Coch	0.6922277342021017
Sp9	Npy2r	0.6921425985876754
Bmp7	Sgk1	0.6919847202499724
Igf1r	Gad1	0.6919595625462386
Galr1	Ntsr1	0.6919328535478158
Fbxw13	Necab1	0.6917693304711006
Slc17a6	Pnoc	0.6917188004511634
Pou3f2	Slc18a2	0.6917042383472636
Aldh1l1	Sytl4	0.691699046998094
Npy1r	Bmp7	0.6915474807231762
Onecut2	Ntsr1	0.6915132404520796
Sytl4	Baiap2	0.691229314765655
Scgn	Mc4r	0.6910501260022442
Rnd3	Col25a1	0.6908255447465097
Man1a	Ar	0.6898757277425355
Npy2r	Cbln2	0.6890048413250763
Igf2r	Isl1	0.6889153813555645
Arhgap36	Bmp7	0.6884525082834351
Scgn	Sox6	0.6883164570130402
Cyr61	Scgn	0.688046129822195
Rxfp1	Traf4	0.6878950599908522
Slco1a4	Slc17a6	0.68756217111491
Tiparp	Isl1	0.6874455455229981
Sox4	Egr2	0.68729659792342
Ar	Sema3c	0.687152198117874
Oprk1	Amigo2	0.6868940666841999
Ar	Aldh1l1	0.6867125654827402
Selplg	Galr1	0.6864111776625327
Cckar	Sytl4	0.6862538422787994
Serpine1	Gpr165	0.686242208862725
Sp9	Syt4	0.6859202454011828
Ar	Adora2a	0.6857008818158791
Mlc1	Nos1	0.6851467577145927
Tiparp	Ano3	0.6851185629353688
Lpar1	Pou3f2	0.6850524439120654
Isl1	Gem	0.6848108767157137
Man1a	Ntng1	0.6847636142383208
Sema4d	Ar	0.6847260768051964
Prlr	Omp	0.6844504512708423
Prlr	Sp9	0.6843728635225536
Sox4	Slc17a8	0.6840756239895458
Galr2	Crhbp	0.6838071980658237
Cxcl14	Oxtr	0.6836083662184107
Ccnd2	Pou3f2	0.6836062939545103
Serpinb1b	Crhr1	0.6835389983789406
Bdnf	Slco1a4	0.6835321653053316
Man1a	Lpar1	0.683498235691735
Slc18a2	Nup62cl	0.6833605459767947
Npas1	Crhr1	0.683250947085605
Necab1	Sox8	0.6828880776791039
Sgk1	Krt90	0.682512284333408
Ebf3	Rxfp1	0.6824760516478781
Ano3	Pdgfra	0.6824572835765892
Slc15a3	Adora2a	0.682273659805235
Sema3c	Isl1	0.6822540748762835
Npy1r	Gbx2	0.6822322399079509
Lepr	Sox6	0.6819826494838697
Ace2	Mc4r	0.6819426398826411
Npas1	Sox4	0.681381899034579
Bdnf	Aldh1l1	0.6813452753815238
Isl1	Cpne5	0.681272743491037
Bmp7	Ace2	0.6812546800742229
Oxtr	Rgs2	0.6811934374014657
Pou3f2	Tacr1	0.6809663018578946
Isl1	Egr2	0.6808391518807316
Plin3	Sox6	0.6808064877601075
Mc4r	Tmem108	0.6807871420792775
Oprk1	Selplg	0.6807209605462624
Sox8	Cckar	0.6806025472443251
Sox6	Syt2	0.6803775173157964
Ttyh2	Mki67	0.6802262638642225
Cdkn1a	Trhr	0.680135267182385
Ccnd2	Slc17a6	0.6800895462692099
Ndrg1	Isl1	0.6800791928946741
Ttyh2	Brs3	0.6800232292853806
Tmem108	Avpr1a	0.6799999201970904
Isl1	Rnd3	0.6797764239676803
Cckar	Ntsr1	0.6795480915366308
Serpine1	Npy2r	0.679458140660912
Slco1a4	Gad1	0.6794187650797296
Cbln1	Prlr	0.6793850614543566
Brs3	Cbln1	0.6791083921250032
Ano3	Avpr2	0.6791049352429209
Fbxw13	Onecut2	0.6790149476715742
Cenpe	Rnd3	0.6788181513331505
Omp	Ttyh2	0.6788082859533985
Sp9	Fst	0.6786074156213512
Sox8	Oprk1	0.6785927605032206
Cckbr	Crhr1	0.6785174257177388
Bdnf	Pdgfra	0.6784607256110894
Cplx3	Arhgap36	0.6781952423340162
Sytl4	Cbln1	0.6781479336706394
Slc17a6	Cd24a	0.6779480355612698
Necab1	Plin3	0.6778778228387016
Nos1	Lpar1	0.6778681662877916
Esr1	Cyp19a1	0.6777320223176736
Ntng1	Cyp19a1	0.6774957667724851
Bmp7	Ndnf	0.6773284259038831
Pgr	Cenpe	0.6772016593933572
Cbln1	Fbxw13	0.6771077315165507
Ttyh2	Grpr	0.6769781520608448
Irs4	Lepr	0.6769487103325477
Cckbr	Gda	0.6769410556476777
Galr2	Necab1	0.6767737363014831
Sema3c	Ano3	0.6761993126780493
Npy2r	Pnoc	0.6760590547442271
Kiss1r	Rxfp1	0.6760013587221553
Oxtr	Serpine1	0.6759984596240334
Pcdh11x	Dgkk	0.6754970104239013
Kiss1r	Opalin	0.675477215883252
Aldh1l1	Trhr	0.6754745904931947
Bdnf	Ntsr1	0.6751520835992908
Ntsr1	Baiap2	0.6750162979168403
Avpr2	Gpr165	0.6746872349071462
Crhr2	Lmod1	0.6746201567929557
Ccnd2	Greb1	0.6742440636411262
Irs4	Kiss1r	0.6741795489583132
Sema3c	Pdgfra	0.6741458988061912
Gem	Slc17a6	0.674036334217965
Lpar1	Sp9	0.674000066297805
Sytl4	Col25a1	0.6738590307586805
Klf4	Slc17a6	0.6738059195951014
Ano3	Nup62cl	0.6736780191606792
Man1a	Gbx2	0.6735711973893348
Scgn	Egr2	0.6735560856546341
Lepr	Cplx3	0.6729584931449659
Bdnf	Syt2	0.6727152839114989
Cyr61	Gad1	0.6726867320212738
Cyp19a1	Mlc1	0.6725829050474617
Arhgap36	Ndnf	0.6725804137248631
Lmod1	Traf4	0.6725727424545439
Ramp3	Gbx2	0.6725577243288737
Mlc1	Amigo2	0.672543116098829
Cenpe	Omp	0.6722289598324289
Tiparp	Chat	0.6721531750346097
Fst	Npas1	0.6720773792930029
Sox6	Myh11	0.672042694954509
Sox4	Trhr	0.6720078463116244
Prlr	Fezf1	0.6719068581911
Ntng1	Tacr3	0.6717144724692433
Sp9	Onecut2	0.6716979254016263
Prlr	Cdkn1a	0.6711970032596136
Selplg	Cxcl14	0.6710994576747733
Lmod1	Ntng1	0.6710957486918392
Slc17a7	Gbx2	0.6702022881949582
Adora2a	Isl1	0.6701082877859371
Rxfp1	Serpinb1b	0.6698916772577727
Cdkn1a	Ebf3	0.6697451991552582
Tacr1	Nos1	0.669626464160196
Sox4	Cbln1	0.6695773734245493
Cd24a	Cyp26a1	0.669500833674674
Cckar	Opalin	0.6691047398220445
