1,1.44908476653738,4.82340548148538,1.02102547632512,3.67884107141516
2,2.78154065057013,1.59717941574903,2.20225118040014,1.46226350633835
3,3.92024732297021,1.2937421482019,1.38020192870227,0.450611440999682
4,0.259676474556588,2.56703602607037,2.03351940037968,1.09554840839866
7,0.952930565406122,4.11823409445028,2.5625359369586,2.15160350152793
8,4.44492634680958,2.51125066481174,2.3581959745113,0.904868832476461
13,-0.633395821600385,1.84478790804333,2.92328563752111,1.44828275601804
16,1.5379612697384,2.15796088013684,3.77982962739767,0.877695722746975
17,1.58690770908862,2.94777413830084,1.4027498493395,1.3332177884506
20,2.88611066422167,1.72891555638126,1.19491429943148,2.58846067577887
21,3.06854948812785,2.89534458392683,1.70952923061866,0.536280872408094
23,3.35161639856933,4.1640106171764,1.00993365898567,1.91935474230865
27,0.767613026256692,3.32540822917796,2.72018919917827,1.26430945785317
29,2.37949625802535,2.09624980010171,2.37971642462019,2.31471912565798
30,2.25889985979155,1.59888226303213,2.16666114228451,1.62443914875003
31,3.32355451234738,3.11348980575363,3.95548575933757,2.40732549661902
