0,0.678412733003833,1.3655774035694,1.3240432101901,1.06314592944274
1,2.825629764525,1.94618281178356,4.19269018194481,2.61483017564702
4,3.32641862246124,3.05222436973272,1.88404230040241,2.2319541188212
5,3.45812793037782,2.17457736364142,1.44712177190299,2.58567830997493
17,1.95520750524465,2.5674213540279,2.69540173153922,3.24035018094875
20,1.93048065158056,1.76511124779996,3.56861573693257,2.38713846972583
21,1.38719294428153,1.85238891797385,1.64846038761514,1.46057118035017
27,0.375650521930754,2.99658760358272,0.340554869740973,2.70838611646919
30,0.278661879512457,0.0534028589076934,1.07590614500823,2.41584710532616
32,3.15858399776454,2.95689878052136,0.49876777504061,2.61621492524379
33,2.08679585049474,2.29325701464015,0.81394205983807,0.897099606048051
39,3.32898344764457,2.16251357955403,2.79778441997744,2.02311197535949
42,1.75461026508332,-0.415018237967302,3.2638714500113,3.93028002249779
45,3.63553583828235,2.30300971596292,3.51858705744387,2.96167451131005
51,2.40722048621392,3.01783661504242,1.95717310119517,0.0931109852435081
60,2.92721230567907,2.92751708867419,3.09909942526822,0.36131953337034
